"id";"title";"pages";"year";"date";"url";"conference_name";"count"
617;"A System of Systems Service Design for Social Media Analytics.";"789-796";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.107";"IEEE SCC";0
618;"A Rule Driven Approach for Developing Adaptive Service Oriented Business Collaboration.";"182-189";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.14";"IEEE SCC";0
619;"Location-Mediated Web Services Coordination in Ubiquitous Computing.";"109-114";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1357996";"IEEE SCC";0
620;"UCOS: Enhanced Online Skyline Computation by User Clustering.";"763-764";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.14";"IEEE SCC";0
621;"Web Semantics, Grid and Coalgebra.";"479-482";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358047";"IEEE SCC";0
622;"Evaluating Resource Backup Policies for Computational Grid.";"579-582";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358068";"IEEE SCC";0
623;"Flexible Ontology-Independent and QOS-Enabled Dynamic Web Services Composition Using Google Distance.";"266-273";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.39";"IEEE SCC";0
624;"Abacus: A Service-Oriented Programming Language for Grid Applications.";"225-232";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.22";"IEEE SCC";0
625;"Web Service Dependency Discovery Tool for SOA Management.";"684-685";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.130";"IEEE SCC";0
626;"Towards an Automata-Based Semantic Web Services Composition Method in Context-Aware Environment.";"320-327";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.27";"IEEE SCC";0
627;"Model- and Architecture-Driven Development in the Context of Cross-Enterprise Business Process Engineering.";"119-126";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.72";"IEEE SCC";0
628;"SATE-Service Boundary and Abstraction Threshold Estimation for Efficient Services Design.";"1-8";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.9";"IEEE SCC";0
629;"Variation Oriented Service Composition and Adaptation (VOSCA): A Work in Progress.";"694-696";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.126";"IEEE SCC";0
630;"Controlled Flexibility in Business Processes Defined for Service Compositions.";"346-353";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.80";"IEEE SCC";0
631;"Optimal Design of Manufacturing Services Network.";"57-64";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.67";"IEEE SCC";0
632;"Dynamic Fractal Clustering Technique for SOAP Web Messages.";"96-103";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.15";"IEEE SCC";0
633;"Automated Negotiation Using Semantic Rules.";"536-543";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.77";"IEEE SCC";0
634;"Dynamic Service Provisioning for the Cloud.";"555-561";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.30";"IEEE SCC";0
635;"Multi-Mobile Agents' Separation Scheme in Java Card Application for Mobile Agent's Security.";"623-628";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358078";"IEEE SCC";0
636;"Context-Aware Business Process Management for Personalized Healthcare Services.";"757-758";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.88";"IEEE SCC";0
637;"An Enterprise Electronic Contract Management System Based on Service-Oriented Architecture.";"613-620";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.25";"IEEE SCC";0
638;"A Comparison of Several Ensemble Methods for Text Categorization.";"419-422";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358033";"IEEE SCC";0
639;"Reference Models for Saas Oriented Business Workflow Management Systems.";"242-249";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.118";"IEEE SCC";0
640;"Experimental Evaluation of Web Service Frameworks in the Presence of Security Attacks.";"633-640";2012;"2015-07-21";"http://dx.doi.org/10.1109/SCC.2012.52";"IEEE SCC";0
641;"Migrating the IT environment of a governmental institution to a SOA.";"676-677";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.83";"IEEE SCC";0
642;"A Novel Model for Contextual Transaction Trust Computation with Fixed Storage Space in E-Commerce and E-Service Environments.";"667-674";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.108";"IEEE SCC";0
643;"Utilizing PCFGs for Modeling and Learning Service Compositions in Sensor Networks.";"282-289";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.22";"IEEE SCC";0
644;"Efficient Integration of Fine-grained Access Control in Large-scale Grid Services.";"77-86";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.49";"IEEE SCC";0
645;"A Framework for Shrink-Wrapping Security Services.";"639-640";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.79";"IEEE SCC";0
646;"QoS Support for Media Broadcast in a Services Oriented Architecture.";"127-134";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.83";"IEEE SCC";0
647;"Discovering Shared Services from Cross-Organizational Software Specifications.";"186-193";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.68";"IEEE SCC";0
648;"Model-Based Testing of Service-Oriented Applications via State Models.";"432-439";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.77";"IEEE SCC";0
649;"Enhancing Asset Search and Retrieval in a Services Repository using Consumption Contexts.";"316-323";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.59";"IEEE SCC";0
650;"Grid-Based Decision Support with Pro-Active Mobile Computing.";"59-66";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.56";"IEEE SCC";0
651;"Using 3-Way Satisfaction for Web Service Selection: Preliminary Investigation.";"731-732";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.59";"IEEE SCC";0
652;"A Semantic Extended Multi-layer Model for BPEL Process Generation.";"696-698";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.102";"IEEE SCC";0
653;"Effective Detection of SQL/XPath Injection Vulnerabilities in Web Services.";"260-267";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.23";"IEEE SCC";0
654;"Selecting Skyline Web Services from Uncertain QoS.";"523-530";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.84";"IEEE SCC";0
655;"Exception Diagnosis for Composite Service Based on Error Propagation Degree.";"160-167";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.109";"IEEE SCC";0
656;"Incident Ticket Analytics for IT Application Management Services.";"568-574";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.80";"IEEE SCC";0
657;"A Query Verification Method for Making Outsourced Databases Trustworthy.";"298-305";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.63";"IEEE SCC";0
658;"A Service Oriented Architecture for Personalized Rich Media Delivery.";"340-347";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.13";"IEEE SCC";0
659;"A safety criterion for reusing a business process in the desired integrated.";"381-389";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.15";"IEEE SCC";0
660;"A Schema Integration Framework over Super-Peer based Network.";"531-535";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358058";"IEEE SCC";0
661;"QoS-Driven Service Composition with Multiple Flow Structures.";"362-369";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.21";"IEEE SCC";0
662;"Enterprise Architecture Content Model Applied to Complexity Management While Delivering IT Services.";"408-415";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.61";"IEEE SCC";0
663;"PeopleCloud Service for Enterprise Crowdsourcing.";"538-545";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.74";"IEEE SCC";0
664;"A Forecasting and Decision Model for Successful Service Negotiation.";"733-740";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.100";"IEEE SCC";0
665;"A User-Defined Exception Handling Framework in the VIEW Scientific Workflow Management System.";"274-281";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.71";"IEEE SCC";0
666;"Analyzing an Agent-Based Selective Information Retrieval.";"427-430";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358035";"IEEE SCC";0
667;"Differentiated Service Pricing on Social Networks Using Stochastic Optimization.";"386-393";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.100";"IEEE SCC";0
668;"Cilia: An Autonomic Service Bus for Pervasive Environments.";"488-495";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.71";"IEEE SCC";0
669;"Influence Analysis Based Expert Finding Model and Its Applications in Enterprise Social Network.";"368-375";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.72";"IEEE SCC";0
670;"Improving Performance and Availability of Services Hosted on IaaS Clouds with Structural Constraint-Aware Virtual Machine Placement.";"72-79";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.28";"IEEE SCC";0
671;"Client Update: A Solution for Service Evolution.";"394-401";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.57";"IEEE SCC";0
672;"Grid Resource Specification Language based on XML and its usage in Resource Registry Meta-Service.";"467-470";2004;"2011-10-26";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358044";"IEEE SCC";0
673;"TowardWeb Services Interaction Styles.";"147-154";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.101";"IEEE SCC";0
674;"Quantitative Analysis of Cloud-Based Streaming Services.";"216-223";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.46";"IEEE SCC";0
675;"Semantic SOA in Action: A Practical Demonstration.";"not available";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.97";"IEEE SCC";0
676;"Managing Collaborative Business Process in Knowledge-intensive Environment.";"107-114";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.61";"IEEE SCC";0
677;"On-Demand Service-Oriented Architecture and Standardization.";"739-740";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.43";"IEEE SCC";0
678;"Correlating Business Objectives with Services: An Ontology-Driven Approach.";"306-313";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.13";"IEEE SCC";0
679;"Group Mobility Model in Mobile Peer-to-Peer Media Streaming System.";"527-530";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358057";"IEEE SCC";0
680;"Distributed System Development Using Web Service and Enterprise Java Beans.";"not available";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.47";"IEEE SCC";0
681;"A Web Serivces Community Model for Services Fulfillment.";"245-248";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.20";"IEEE SCC";0
682;"SOAC-Net: A Model to Manage Service-Based Business Process Authorization.";"376-383";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.37";"IEEE SCC";0
683;"API Terms and Conditions as a Service.";"386-393";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.58";"IEEE SCC";0
684;"An Investigation on Service-Oriented Architecture for Constructing Distributed Web GIS Application.";"191-197";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.27";"IEEE SCC";0
685;"Message from the Program Chairs.";"not available";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.64";"IEEE SCC";0
686;"Towards Pattern-Based Generation of Services to Support Business Process Execution.";"171-178";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.31";"IEEE SCC";0
687;"DoCoSOC- Domain Configurable Service-Oriented Computing.";"52-59";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.51";"IEEE SCC";0
688;"Copyright.";"not available";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.2";"IEEE SCC";0
689;"Approaches to Establishing Multicast Overlays.";"268-269";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.29";"IEEE SCC";0
690;"GridSaaS: A Grid-Enabled and SOA-Based SaaS Application Platform.";"521-523";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.40";"IEEE SCC";0
691;"A Cloud Oriented Account Service Mechanism for SME SaaS Ecosystem.";"336-343";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.54";"IEEE SCC";0
692;"Architectural Support for Automatic Service Composition.";"133-140";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.30";"IEEE SCC";0
693;"Security Issues in Grid Environmen.";"510-514";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358054";"IEEE SCC";0
694;"A Cost-Effective Service Composition Method for Mass Customized QoS Requirements.";"194-201";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.5";"IEEE SCC";0
695;"Towards Automatically Estimating Porting Effort between Web Service APIs.";"774-781";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.105";"IEEE SCC";0
696;"Towards the Application of Reinforcement Learning Techniques for Quality-Based Service Selection in Automated Service Composition.";"701-702";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.76";"IEEE SCC";0
697;"Extensible and General Service-Oriented Platform: Experience with the Service Abstract Machine.";"490-497";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.57";"IEEE SCC";0
698;"Model-Driven Security Based on a Web Services Security Architecture.";"7-15";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.66";"IEEE SCC";0
699;"SOA Design Patterns - Can They Improve the Process of Model Driven Development?";"753-754";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.117";"IEEE SCC";0
700;"A Dependency-Aware Hierarchical Service Model for SaaS and Cloud Services.";"480-487";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.17";"IEEE SCC";0
701;"Ontology Reconciliation for Service-Oriented Computing.";"3-10";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.77";"IEEE SCC";0
702;"Build Your Mashup with Web Services.";"not available";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.34";"IEEE SCC";0
703;"Challenges to Reusable Services.";"243-244";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.36";"IEEE SCC";0
704;"An Ontology to Support Context-Aware B2B Services.";"586-593";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.43";"IEEE SCC";0
705;"Service-Oriented Architecture for SPDFLOW: A Healthcare Workflow System for Sterile Processing Departments.";"507-514";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.81";"IEEE SCC";0
706;"Towards Service Collaboration Model in Grid-based Zero Latency Data Stream Warehouse (GZLDSWH).";"357-365";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358025";"IEEE SCC";0
707;"A domain-specific service-oriented development environment.";"307-310";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.3";"IEEE SCC";0
708;"GeneGrid: A Commercial Grid Service Oriented Virtual Bioinformatics Laboratory.";"43-50";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.55";"IEEE SCC";0
709;"Service Choreography: Present and Future.";"863-864";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.126";"IEEE SCC";0
710;"Intelligent Data Transferring Based on Semantic Web Services.";"463-466";2004;"2011-10-26";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358043";"IEEE SCC";0
711;"A Context-Aware Recovery Mechanism for Web Services Business Transaction.";"352-359";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.80";"IEEE SCC";0
712;"2006 IEEE International Conference on Services Computing (SCC 2006), 18-22 September 2006, Chicago, Illinois, USA";"not available";2006;"2015-12-01";"http://www.computer.org/csdl/proceedings/scc/2006/2670/00/index.html";"IEEE SCC";0
713;"An Ontology for Modeling Life-Events.";"719-720";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.27";"IEEE SCC";0
714;"Integration of Business and Manufacturing Processes through Industrial Machinery as a Service Approach.";"751-752";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.106";"IEEE SCC";0
715;"Service-Oriented Design with Aspects (SODA).";"319-324";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.116";"IEEE SCC";0
716;"Multi-Agent Based Distributed Control System for an Intelligent Robot.";"633-637";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358080";"IEEE SCC";0
717;"Stock Market Volatility Prediction: A Service-Oriented Multi-kernel Learning Approach.";"49-56";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.35";"IEEE SCC";0
718;"A Dynamic Compensation Mechanism for Web Transactions.";"509-512";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.34";"IEEE SCC";0
719;"An Infrastructure for E-Government Based on Semantic Web Services.";"483-486";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358048";"IEEE SCC";0
720;"Web 2.0 Services for Identifying Communities of Practice through Social Networks.";"130-137";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.129";"IEEE SCC";0
721;"Port Based Reliability Computing for Service Composition.";"403-410";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.12";"IEEE SCC";0
722;"Clustering Web Services for Automatic Categorization.";"380-387";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.39";"IEEE SCC";0
723;"Unleashing Unstructured Data's Value for Enterprise IT Asset Management.";"511-518";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.118";"IEEE SCC";0
724;"SecureSOA.";"146-153";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.63";"IEEE SCC";0
725;"ITSGrid: A Novel Integrated Intelligent Transportation Information and Service Platform.";"519";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.61";"IEEE SCC";0
726;"A XML-based Description Language and Execution Environment for Orchestrating Grid Jobs.";"192-199";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.21";"IEEE SCC";0
727;"CLAMS: Cross-layer Multi-cloud Application Monitoring-as-a-Service Framework.";"283-290";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.45";"IEEE SCC";0
728;"Security-Aware Resource Allocation in Clouds.";"400-407";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.36";"IEEE SCC";0
729;"Context Aware Session Management for Services in Ad Hoc Networks.";"113-120";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.40";"IEEE SCC";0
730;"Dynamic Service Selection Based on Context-Aware QoS.";"641-648";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.95";"IEEE SCC";0
731;"Modelling Sound Conflict Management for Virtual-Enterprise Collaboration.";"813-820";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.110";"IEEE SCC";0
732;"An Approach to Modeling Service-Oriented Development Process.";"273-276";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.19";"IEEE SCC";0
733;"REFINTO: An Ontology-Based Requirements Engineering Framework for Business-IT Alignment in Financial Services Organizations.";"600-607";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.104";"IEEE SCC";0
734;"The Methodology, Platform and Solution for Service-Oriented Enterprise.";"747-748";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.21";"IEEE SCC";0
735;"String Comparators Based Algorithms for Process Model Matchmaking.";"649-656";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.69";"IEEE SCC";0
736;"A SOA based Self-Adaptive PERSONAL MOBILITY MANAGER.";"479-486";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.16";"IEEE SCC";0
737;"Integration and Interoperability between Jini services andWeb Services.";"278-285";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.72";"IEEE SCC";0
738;"Replicating Web Applications On-Demand.";"227-236";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358010";"IEEE SCC";0
739;"Business Driven Consolidation of SOA Implementations.";"49-56";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.23";"IEEE SCC";0
740;"Ontology Mapping For Interaction in Agent Society.";"619-622";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358077";"IEEE SCC";0
741;"An SOA Compass for Next Generation Networks.";"516";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.21";"IEEE SCC";0
742;"A Cooperative Computing Platform for Drug Discovery and Design.";"523-526";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358056";"IEEE SCC";0
743;"Service Restructuring by Choreography-Driven Equivalence.";"407-414";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.62";"IEEE SCC";0
744;"Navdriver: Adaptive Websites via SaaS.";"699-704";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.60";"IEEE SCC";0
745;"A Clustering Based Schema Matching Scheme for Improving Matching Correctness of Web Service Interfaces.";"488-495";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.33";"IEEE SCC";0
746;"Web Service Substitution Based on Preferences Over Non-functional Attributes.";"210-217";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.21";"IEEE SCC";0
747;"QoS-Based Distributed Service Selection in Large-Scale Web Services.";"725-726";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.31";"IEEE SCC";0
748;"Prospective and Retrospective Provenance Collection in Scientific Workflow Environments.";"449-456";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.18";"IEEE SCC";0
749;"A Service-Oriented Solution for Retail Store Network Planning.";"482-489";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.17";"IEEE SCC";0
750;"Services Science: Services Innovation Research & Education.";"not available";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.90";"IEEE SCC";0
751;"Integrated Constraint Violation Handling for Dynamic Service Composition.";"168-175";2009;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2009.31";"IEEE SCC";0
752;"Enforcing Integrity of Execution in Distributed Workflow Management Systems.";"170-177";2007;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2007.57";"IEEE SCC";0
753;"Business Agility and Process Management.";"not available";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.28";"IEEE SCC";0
754;"Towards a Variability Model for SOA-Based Solutions.";"562-569";2010;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2010.11";"IEEE SCC";0
755;"Ant-Inspired Multi-phase and Multi-party Negotiations in the Data-Intensive Service Provision.";"211-218";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.36";"IEEE SCC";0
756;"Summary Instance: Scalable Event Priority Determination Engine for Large Scale Distributed Event-Based System.";"400-406";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.44";"IEEE SCC";0
757;"Augmenting Semantics of Web Services Based on Public Open Ontology.";"304-311";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.96";"IEEE SCC";0
758;"FTP-Based EDI vs. Web Services: A Case Study in the Retailer Industry.";"553-556";2004;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2004.1358062";"IEEE SCC";0
759;"Collaborative Business Transactions Management: Issues and Challenges.";"not available";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.37";"IEEE SCC";0
760;"Scalable Service Composition Execution through Asynchronous I/O.";"312-319";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.38";"IEEE SCC";0
761;"Integrating Trust with Qualitative and Quantitative Preference for Service Selection.";"299-306";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.47";"IEEE SCC";0
762;"Comparison of Bio-inspired Algorithms for Peer Selection in Services Composition.";"250-257";2011;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2011.29";"IEEE SCC";0
763;"Discovery of Information Sources across Organizational Boundaries.";"95-102";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.46";"IEEE SCC";0
764;"Elasticity Economics of Cloud-Based Applications.";"694-695";2012;"2012-10-08";"http://dx.doi.org/10.1109/SCC.2012.65";"IEEE SCC";0
765;"The Design and Implementation of Scalable Information Services in a Grid Environment.";"265-267";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.97";"IEEE SCC";0
766;"Correlated Contribution Analysis for Service Composition in Dynamic Environments.";"113-119";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.85";"IEEE SCC";0
767;"Comparative Analysis of BPEL4WS and a Grid Workflow Language Called GPEL.";"253-254";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.39";"IEEE SCC";0
768;"Model Driven Conformance Testing for Standardized Services.";"400-407";2014;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2014.60";"IEEE SCC";0
769;"XWRAPComposer: A Multi-Page Data Extraction Service for Bio-Computing Applications.";"271-278";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.113";"IEEE SCC";0
770;"Business Process Adaptations via Protocols.";"103-110";2006;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2006.30";"IEEE SCC";0
771;"Web Services for a Semantic Web Integrated Architecture.";"239-240";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.109";"IEEE SCC";0
772;"Trust-Aware Service Recommendation via Exploiting Social Networks.";"376-383";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.15";"IEEE SCC";0
773;"AESON: A Model-Driven and Fault Tolerant Composite Deployment Runtime for IaaS Clouds.";"575-582";2013;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2013.102";"IEEE SCC";0
774;"Coordination & Enterprise Wide P2P Computing.";"141-148";2005;"2015-12-02";"http://doi.ieeecomputersociety.org/10.1109/SCC.2005.42";"IEEE SCC";0
